title,url
Oct. 12: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-12-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Oct. 11: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-11-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Oct. 10: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-10-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Oct. 9: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-9-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Oct. 8: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-8-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Oct. 7: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-7-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Oct. 6: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-6-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Oct. 5: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-5-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Oct. 4: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-4-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Oct. 3: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-3-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Oct. 2: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-2-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Oct. 1: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/oct.-1-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Sept. 30: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-30-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 29: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-29-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 28: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-28-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 27: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-27-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 26: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-26-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 25: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-25-military-airstrikes-continue-against-isil-terrorists-in-syria-and
"Sept. 24: Military airstrikes continue against ISIL terrorists in Syria, Iraq",http://www.centcom.mil/en/news/articles/sept.-24-military-airstrikes-continue-against-isil-terrorists-in-syria-iraq
"Sept. 18: Military airstrikes continue against ISIL terrorists in Syria, Iraq",http://www.centcom.mil/en/news/articles/sept.-18-military-airstrikes-continue-against-isil-terrorists-in-syria-iraq
Sept. 17: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-17-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 16: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-16-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 15: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-15-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 13: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-13-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 12: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-12-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 11: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-11-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 10: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-10-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Sept. 9: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-9-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Sept. 8: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-8-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Sept. 7: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-7-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Sept. 6: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-6-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Sept. 5: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-5-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Sept. 4: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-4-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Sept. 3: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-3-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Sept. 2: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-2-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Sept. 1: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/sept.-1-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug 31: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug-31-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Aug. 30: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-30-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 29: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-29-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 26: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-26-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 27: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-27-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 25: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-25-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 24: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-24-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 23: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-23-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 22: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-22-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 21: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-21-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 20: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-20-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 19: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-19-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 18: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-18-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 17: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-17-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 16: Military airstrikes continue against ISIL terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-16-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug 13: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/august-13-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Aug. 12: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-12-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 11: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-11-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 12: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-12-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 11: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-11-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug. 10: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-10-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
Aug 9: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug-9-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ira
Aug. 7: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-7-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Aug. 6: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/august-6-military-airstrikes-continue-against-isil-terrorists-in-syria-and
Aug. 5: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/aug.-5-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
Aug. 4: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/military-airstrikes-continue-against-isil-terrorists-in-syria-and-iraq4
Aug. 3: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/august-3-military-airstrikes-continue-against-isil-terrorists-in-syria-and
July 31: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/military-airstrikes-continue-against-isil-terrorists-in-syria-and-iraq3
July 30: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/military-airstrikes-continue-against-isil-terrorists-in-syria-and-iraq2
July 29: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/military-airstrikes-continue-against-isil-terrorists-in-syria-and-iraq1
July 28: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/military-airstrikes-continue-against-isil-terrorists-in-syria-and-iraq
July 27: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-27-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 26: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-26-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 20: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-20-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 19: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-19-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 18: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-18-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 17: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-17-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 16: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-16-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 15: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-15-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 14: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-14-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 13: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-13-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 12: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-12-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 11: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-11-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 10: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-10-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
July 9: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-9-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
July 8: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-8-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
July 7: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-7-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
July 6: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-6-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
July 5: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-5-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
July 4: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-4-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
July 3: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-3-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
July 2: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-2-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
July 1: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/july-1-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
June 30: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-30-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 29: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-29-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 28: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-28-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 27: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-27-inherent-resolve-airstrikes-continue-in-syria-iraq
June 26: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-26-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 25: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-25-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 24: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-24-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 23: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-23-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 22: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-22-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 21: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-21-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 20: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-20-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 19: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-19-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 18: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-18-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 17: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-17-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 16: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-16-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 15: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-15-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 14: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-14-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 13: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-13-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 12: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-12-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 11: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-11-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 10: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-10-military-airstrikes-continue-against-isil-terrorists-in-syria-and-i
June 9: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-9-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
June 8: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-8-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
June 7: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-7-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
June 6: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-6-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
June 5: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-5-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
June 4: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-4-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
June 3: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-3-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
June 2: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-2-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
June 1: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/june-1-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
May 31: Military Airstrikes Continue Against ISIL Terrorists in Syria and Iraq,http://www.centcom.mil/en/news/articles/may-31-military-airstrikes-continue-against-isil-terrorists-in-syria-and-ir
